0.000000000000000000e+00,9.821620458424294497e+01,1.000000000000000000e+00
1.000000000000000000e+00,1.043797301961313373e+00,1.000000000000000000e+00
2.000000000000000000e+00,6.849966444729253112e+01,1.000000000000000000e+00
3.000000000000000000e+00,8.310213963400696002e+01,1.000000000000000000e+00
4.000000000000000000e+00,1.187480460912400204e+01,1.000000000000000000e+00
5.000000000000000000e+00,7.324869314942694132e+01,1.000000000000000000e+00
6.000000000000000000e+00,5.038544113335763797e+00,1.000000000000000000e+00
7.000000000000000000e+00,2.627745971389193613e+01,1.000000000000000000e+00
8.000000000000000000e+00,6.441954756250569858e+01,1.000000000000000000e+00
9.000000000000000000e+00,2.618602419765067069e+01,1.000000000000000000e+00
1.000000000000000000e+01,8.682634660356539769e+01,1.000000000000000000e+00
1.100000000000000000e+01,7.112874453366161731e+01,1.000000000000000000e+00
1.200000000000000000e+01,6.354588571186380364e+01,1.000000000000000000e+00
1.300000000000000000e+01,6.863042627087799019e+01,1.000000000000000000e+00
1.400000000000000000e+01,3.125852298011226793e+01,1.000000000000000000e+00
1.500000000000000000e+01,1.379214147804636070e+01,1.000000000000000000e+00
1.600000000000000000e+01,6.086796050342602626e+00,1.000000000000000000e+00
1.700000000000000000e+01,3.461417259775031141e+01,1.000000000000000000e+00
1.800000000000000000e+01,5.857297709658931950e+01,1.000000000000000000e+00
1.900000000000000000e+01,5.044396668772387216e+01,1.000000000000000000e+00
2.000000000000000000e+01,9.696834859239183402e+01,1.000000000000000000e+00
2.100000000000000000e+01,2.410136061664405105e+01,1.000000000000000000e+00
2.200000000000000000e+01,2.477771789085447907e+01,1.000000000000000000e+00
2.300000000000000000e+01,2.310177937416021265e+01,1.000000000000000000e+00
2.400000000000000000e+01,8.239463451280811057e+01,1.000000000000000000e+00
2.500000000000000000e+01,6.470403691378190558e+01,1.000000000000000000e+00
2.600000000000000000e+01,9.424883047324186691e+01,1.000000000000000000e+00
2.700000000000000000e+01,7.891198434225377412e+01,1.000000000000000000e+00
2.800000000000000000e+01,6.209064481580480788e+01,1.000000000000000000e+00
2.900000000000000000e+01,6.525629311379860553e+01,1.000000000000000000e+00
3.000000000000000000e+01,5.905654355622003138e+00,1.000000000000000000e+00
3.100000000000000000e+01,4.284755343429478103e+01,1.000000000000000000e+00
3.200000000000000000e+01,3.052111780223480864e+01,1.000000000000000000e+00
3.300000000000000000e+01,2.612226449015356877e+01,1.000000000000000000e+00
3.400000000000000000e+01,4.435796512197502750e+01,1.000000000000000000e+00
3.500000000000000000e+01,2.326930909016433624e+00,1.000000000000000000e+00
3.600000000000000000e+01,6.641262851294000313e+01,1.000000000000000000e+00
3.700000000000000000e+01,1.256035328778235538e+01,1.000000000000000000e+00
3.800000000000000000e+01,8.878172906496106975e+01,1.000000000000000000e+00
3.900000000000000000e+01,2.013844685264520962e+01,1.000000000000000000e+00
4.000000000000000000e+01,7.199942273674426474e+01,1.000000000000000000e+00
4.100000000000000000e+01,6.560707329907420160e+01,1.000000000000000000e+00
4.200000000000000000e+01,8.327681678366678852e+01,1.000000000000000000e+00
4.300000000000000000e+01,2.501897780450207520e+01,1.000000000000000000e+00
4.400000000000000000e+01,2.634523155535120154e+01,1.000000000000000000e+00
4.500000000000000000e+01,4.923392709098473041e+00,1.000000000000000000e+00
4.600000000000000000e+01,5.673200898097888967e+01,1.000000000000000000e+00
4.700000000000000000e+01,3.560694061235269992e-01,1.000000000000000000e+00
4.800000000000000000e+01,7.652763390576359370e+01,1.000000000000000000e+00
4.900000000000000000e+01,9.594911251349401482e+01,1.000000000000000000e+00
5.000000000000000000e+01,9.861606924771738392e+00,1.000000000000000000e+00
5.100000000000000000e+01,8.292477344321451938e+01,1.000000000000000000e+00
5.200000000000000000e+01,7.846116917471612773e+00,1.000000000000000000e+00
5.300000000000000000e+01,7.779801998065828172e+01,1.000000000000000000e+00
5.400000000000000000e+01,4.459862211013887645e+01,1.000000000000000000e+00
